item_id,brand,title,category,color_list,size_list,current_price,original_price,tags,availability_status,product_url,image_url,raw_source
alo_yoga:1dacc1f3a5,alo_yoga,Accolade Straight Leg Sweatpant - Espresso,,[],[],,,[],,https://www.aloyoga.com/products/u5012rg-accolade-straight-leg-sweatpant-espresso,https://cdn.shopify.com/s/files/1/2185/2813/files/U5012RG_04064_b2_s1_a1_1_m256_320x.jpg?v=1756827501,alo_yoga_products.csv
alo_yoga:1b485608d5,alo_yoga,Cropped Gold Rush Puffer Vest - Espresso,,[],[],,,[],,https://www.aloyoga.com/products/w4639r-extreme-cropped-gold-rush-puffer-vest-espresso,https://cdn.shopify.com/s/files/1/2185/2813/files/W4639R_04064_b2_s1_a3_m256_320x.jpg?v=1756827441,alo_yoga_products.csv
alo_yoga:e771d77a23,alo_yoga,Accolade Hoodie - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/u3032rg-accolade-hoodie-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/U3032RG_06464_b2_s1_a3_m256_320x.jpg?v=1756322946,alo_yoga_products.csv
alo_yoga:006f554298,alo_yoga,Accolade Straight Leg Sweatpant - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/u5012rg-accolade-straight-leg-sweatpant-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/U5012RG_06464_b1_s1_a2_m18_320x.jpg?v=1755904867,alo_yoga_products.csv
alo_yoga:c912eb940e,alo_yoga,Airlift Intrigue Bra - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w9557r-airlift-intrigue-bra-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W9557R_06464_b1_s1_a1_m18_320x.jpg?v=1755865786,alo_yoga_products.csv
alo_yoga:48f2c61174,alo_yoga,7/8 High-Waist Airlift Legging - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w5766r-7-8-high-waist-airlift-legging-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W5766R_06464_b1_s1_a2_m18_320x.jpg?v=1755864173,alo_yoga_products.csv
alo_yoga:0696fdf893,alo_yoga,Hazy Mock Neck Pullover - Ivory,,[],[],,,[],,https://www.aloyoga.com/products/w3845r-hazy-mock-neck-pullover-ivory,https://cdn.shopify.com/s/files/1/2185/2813/files/W3845R_03299_b2_s1_a2_1_m143_320x.jpg?v=1755641852,alo_yoga_products.csv
alo_yoga:b80c898a7e,alo_yoga,Suit Up Trouser (Regular) - Black,,[],[],,,[],,https://www.aloyoga.com/products/w51432r-suit-up-trouser-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W51432R_01_b2_s1_a1_1_m241_320x.jpg?v=1745619742,alo_yoga_products.csv
alo_yoga:e41fc06ed8,alo_yoga,ALO Softsculpt Precision 1/4 Zip Long Sleeve - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w3967r-alo-softsculpt-precision-1-4-zip-long-sleeve-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W3967R_06464_b1_s1_a1_m207_17839c69-dd3f-4bbb-91db-7d300eccfdf2_320x.jpg?v=1755862802,alo_yoga_products.csv
alo_yoga:632108018d,alo_yoga,ALO Softsculpt High-Waist Legging - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w54234r-alo-softsculpt-high-waist-legging-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W54234R_06464_b1_s1_a2_m191_320x.jpg?v=1755906204,alo_yoga_products.csv
alo_yoga:d8103c3d2d,alo_yoga,Accolade Crew Neck Pullover - Black,,[],[],,,[],,https://www.aloyoga.com/products/u3031rg-accolade-crew-neck-pullover-black,https://cdn.shopify.com/s/files/1/2185/2813/files/U3031RG_01_b2_s1_a1_1_m54_bba05778-8178-4d1d-8c4d-193454d5e3f3_320x.jpg?v=1745647123,alo_yoga_products.csv
alo_yoga:dea636119f,alo_yoga,ALO Sunset Sneaker - Black,,[],[],,,[],,https://www.aloyoga.com/products/a0891u-alo-sunset-sneaker-black,https://cdn.shopify.com/s/files/1/2185/2813/files/A0891U_01_b2_s1_a1_m51_80870d6f-5ce1-4229-a0fd-518d15f331ce_320x.jpg?v=1753741023,alo_yoga_products.csv
alo_yoga:9195551470,alo_yoga,Airbrush Heart Throb Bra - Green Olive/Black,,[],[],,,[],,https://www.aloyoga.com/products/w9680r-airbrush-heart-throb-bra-green-olive-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W9680R_06552_b2_s1_a1_m235_320x.jpg?v=1755865946,alo_yoga_products.csv
alo_yoga:a1e308d5e5,alo_yoga,Unisex Half-Crew Throwback Sock - Green Olive/White,,[],[],,,[],,https://www.aloyoga.com/products/a0480u-unisex-half-crew-throwback-sock-green-olive-white,https://cdn.shopify.com/s/files/1/2185/2813/files/A0480U_06519_b1_s1_a1_320x.jpg?v=1755859382,alo_yoga_products.csv
alo_yoga:f981dd25c5,alo_yoga,ALO Softsculpt Precision Bra - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w9858r-alo-softsculpt-precision-bra-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W9858R_06464_b2_s1_a1_m254_35a896a4-e4db-47c9-93a2-1a74c2c3df81_320x.jpg?v=1757007628,alo_yoga_products.csv
alo_yoga:9d41e76a30,alo_yoga,Match Point Short - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w6334r-match-point-short-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W6334R_06464_b2_s1_a1_m176_320x.jpg?v=1755864341,alo_yoga_products.csv
alo_yoga:eb65d1bc3a,alo_yoga,Splendor Bra - Black,,[],[],,,[],,https://www.aloyoga.com/products/w9351rg-splendor-bra-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W9351RG_0100_b2_s1_a1_1_m239_320x.jpg?v=1756828086,alo_yoga_products.csv
alo_yoga:7a6934ff53,alo_yoga,Accolade Straight Leg Sweatpant - Black,,[],[],,,[],,https://www.aloyoga.com/products/u5012rg-accolade-straight-leg-sweatpant-black,https://cdn.shopify.com/s/files/1/2185/2813/files/U5013RG_01_b2_s1_a1_1_m239_320x.jpg?v=1756826804,alo_yoga_products.csv
alo_yoga:c48295feac,alo_yoga,Serenity Wide Leg Sweatpant - Ivory,,[],[],,,[],,https://www.aloyoga.com/products/w54162r-serenity-wide-leg-sweatpant-ivory,https://cdn.shopify.com/s/files/1/2185/2813/files/W54162R_03299_b2_s1_a1_1_m190_320x.jpg?v=1756827360,alo_yoga_products.csv
alo_yoga:6b636b4818,alo_yoga,ALO Sunset Sneaker - Sandstone,,[],[],,,[],,https://www.aloyoga.com/products/a0891u-alo-sunset-sneaker-sandstone,https://cdn.shopify.com/s/files/1/2185/2813/files/A0891U_0777_b2_s1_a1_m18_320x.jpg?v=1753723181,alo_yoga_products.csv
alo_yoga:ddb69aa7d3,alo_yoga,Ribbed Prosper Tank - Black,,[],[],,,[],,https://www.aloyoga.com/products/w2799r-ribbed-prosper-tank-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W2799R_01_b1_s1_a1_m54_b637ba34-6237-4ac1-afd2-ecb7646b84df_320x.jpg?v=1756827701,alo_yoga_products.csv
alo_yoga:fa91ec94fc,alo_yoga,Pinstripe Daylight Boxer Pant (Regular) - Black/Titanium,,[],[],,,[],,https://www.aloyoga.com/products/w54260r-pinstripe-daylight-boxer-pant-regular-black-titanium,https://cdn.shopify.com/s/files/1/2185/2813/files/W54260R_01407_b1_s1_a2_m177_320x.jpg?v=1754953605,alo_yoga_products.csv
alo_yoga:ff2dc828bd,alo_yoga,Accolade Full Zip Hoodie - Black,,[],[],,,[],,https://www.aloyoga.com/products/u3041rg-accolade-full-zip-hoodie-black,https://cdn.shopify.com/s/files/1/2185/2813/files/U3041RG_01_b2_s1_a1_1_m54_e3be4d06-ef29-4002-8033-caccf9bd4a97_320x.jpg?v=1745621026,alo_yoga_products.csv
alo_yoga:30dea15723,alo_yoga,Match Point Short - Black,,[],[],,,[],,https://www.aloyoga.com/products/w6334r-match-point-short-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W6334R_01_b2_s1_a1_1_m239_320x.jpg?v=1756827958,alo_yoga_products.csv
alo_yoga:e75f8f2a1c,alo_yoga,Sweet Escape Zip Up Hoodie - Black,,[],[],,,[],,https://www.aloyoga.com/products/w3859r-sweet-escape-zip-up-hoodie-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W3859R_01_b2_s1_a1_1_m240_320x.jpg?v=1756922147,alo_yoga_products.csv
alo_yoga:35ec8dbb4f,alo_yoga,Match Point Tennis Skirt - Black,,[],[],,,[],,https://www.aloyoga.com/products/w6240r-match-point-tennis-skirt-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W6240R_01_b1_s1_a1_1_m76_320x.jpg?v=1740693307,alo_yoga_products.csv
alo_yoga:a624a289a4,alo_yoga,Airbrush Heart Throb Bra - Black/White,,[],[],,,[],,https://www.aloyoga.com/products/w9680r-airbrush-heart-throb-bra-black-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W9680R_0100_b2_s1_a1_1_m18_320x.jpg?v=1750102671,alo_yoga_products.csv
alo_yoga:b088e6c2dc,alo_yoga,Airbrush High-Waist Heart Throb Legging - Black/White,,[],[],,,[],,https://www.aloyoga.com/products/w51298r-airbrush-high-waist-heart-throb-legging-black-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W51298R_0100_b2_s1_a1_1_m54_320x.jpg?v=1747265525,alo_yoga_products.csv
alo_yoga:d442cd2279,alo_yoga,ALO Runner - White/White,,[],[],,,[],,https://www.aloyoga.com/products/a0590u-alo-runner-white-white,https://cdn.shopify.com/s/files/1/2185/2813/files/A0590U_00000_b1_s1_a1_47d6356e-8d05-4775-800e-0383fe135308_320x.jpg?v=1739918726,alo_yoga_products.csv
alo_yoga:94d6165761,alo_yoga,Scholar Knit Cropped Full Zip Jacket - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w4601r-scholar-knit-cropped-full-zip-jacket-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W4601R_06464_b1_s1_a2_m240_966363b4-ea1b-49a1-80b5-5c9e02fca2a4_320x.jpg?v=1756250502,alo_yoga_products.csv
alo_yoga:64b1a98363,alo_yoga,Airlift Line Up Bra - Black,,[],[],,,[],,https://www.aloyoga.com/products/w9681r-airlift-line-up-bra-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W9681R_01_b2_s1_a1_1_m54_ea0e3736-d2d0-41cb-9398-045cf393d298_320x.jpg?v=1745620634,alo_yoga_products.csv
alo_yoga:d31820a7b9,alo_yoga,Airlift High-Waist 7/8 Line Up Legging - Black,,[],[],,,[],,https://www.aloyoga.com/products/w51154r-airlift-high-waist-7-8-line-up-legging-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W51154R_01_b2_s1_a1_1_m54_bf3430e7-3f9e-419f-ba42-ac40de8ffcbc_320x.jpg?v=1745619517,alo_yoga_products.csv
alo_yoga:e435dcd17c,alo_yoga,Accolade 1/4 Zip Pullover - Athletic Heather Grey,,[],[],,,[],,https://www.aloyoga.com/products/u3040rg-accolade-1-4-zip-pullover-athletic-heather-grey,https://cdn.shopify.com/s/files/1/2185/2813/files/U3040RG_02910_b2_s1_a1_1_m54_320x.jpg?v=1747166287,alo_yoga_products.csv
alo_yoga:0c40f4a1df,alo_yoga,Accolade Straight Leg Sweatpant - Athletic Heather Grey,,[],[],,,[],,https://www.aloyoga.com/products/u5012rg-accolade-straight-leg-swtpnt-athletic-heather-grey,https://cdn.shopify.com/s/files/1/2185/2813/files/U5012RG_02910_b1_s1_a1_1_m54_a4acae19-2f53-4edc-84c4-ff3a45259590_320x.jpg?v=1714161881,alo_yoga_products.csv
alo_yoga:7ceeed5074,alo_yoga,Match Point Short - Lunar Grey,,[],[],,,[],,https://www.aloyoga.com/products/w6334r-match-point-short-lunar-grey,https://cdn.shopify.com/s/files/1/2185/2813/files/W6334R_06461_b2_s1_a1_m240_320x.jpg?v=1754634947,alo_yoga_products.csv
alo_yoga:07a4b73cd9,alo_yoga,ALO Runner - Black/Black,,[],[],,,[],,https://www.aloyoga.com/products/a0590u-alo-runner-black-black,https://cdn.shopify.com/s/files/1/2185/2813/files/A0590U_01010_b1_s1_a1_2e75864b-d696-40a3-bcb7-8d5b713206e5_320x.jpg?v=1739918924,alo_yoga_products.csv
alo_yoga:b339883bac,alo_yoga,Aspire Tank - Black/White,,[],[],,,[],,https://www.aloyoga.com/products/w2675rg-aspire-tank-black-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W2675RG_01_b2_s1_a1_m224_320x.jpg?v=1748633413,alo_yoga_products.csv
alo_yoga:7af4ad2d2a,alo_yoga,Serenity Wide Leg Sweatpant - Black,,[],[],,,[],,https://www.aloyoga.com/products/w54162r-serenity-wide-leg-sweatpant-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W54162R_01_b2_s1_a1_1_m229_bc2057f2-a51d-48a0-b4d4-54fbd7a6cf6a_320x.jpg?v=1747265733,alo_yoga_products.csv
alo_yoga:640c0ac080,alo_yoga,Off-Duty Cap - Black/Black,,[],[],,,[],,https://www.aloyoga.com/products/w7112r-off-duty-cap-black-black,https://cdn.shopify.com/s/files/1/2185/2813/products/W7112R_0101_b1_a1_320x.jpg?v=1672871437,alo_yoga_products.csv
alo_yoga:047854ff46,alo_yoga,Accolade Crew Neck Pullover - Pink Wild Rose,,[],[],,,[],,https://www.aloyoga.com/products/u3031rg-accolade-crew-neck-pullover-pink-wild-rose,https://cdn.shopify.com/s/files/1/2185/2813/files/U3031RG_06463_b2_s1_a1_m143_320x.jpg?v=1753429319,alo_yoga_products.csv
alo_yoga:7c7a6435ef,alo_yoga,Alosoft Heart Throb Bra - Athletic Heather Grey/White,,[],[],,,[],,https://www.aloyoga.com/products/w9811r-alosoft-heart-throb-bra-athletic-heather-grey-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W9811R_06509_b2_s1_a1_2_m238_320x.jpg?v=1749249217,alo_yoga_products.csv
alo_yoga:71a4b596fb,alo_yoga,Alosoft High-Waist Heart Throb Legging - Athletic Heather Grey/White,,[],[],,,[],,https://www.aloyoga.com/products/w54172r-alosoft-high-waist-heart-throb-legging-athletic-heather-grey-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W54172R_06509_b1_s1_a1_2_m191_320x.jpg?v=1749244003,alo_yoga_products.csv
alo_yoga:42947f87f1,alo_yoga,All Day Short Sleeve - White,,[],[],,,[],,https://www.aloyoga.com/products/w1430r-all-day-short-sleeve-white,https://cdn.shopify.com/s/files/1/2185/2813/products/W1430R_00_b1_s1_a1_1_m18_320x.jpg?v=1739423704,alo_yoga_products.csv
alo_yoga:a7cb566b70,alo_yoga,Match Point Tennis Skirt - White,,[],[],,,[],,https://www.aloyoga.com/products/w6240r-match-point-tennis-skirt-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W6240R_00_b2_s1_a1_m241_320x.jpg?v=1745619070,alo_yoga_products.csv
alo_yoga:876a46c3f1,alo_yoga,Airlift Line Up Bra - Navy,,[],[],,,[],,https://www.aloyoga.com/products/w9533r-airlift-line-up-bra-navy,https://cdn.shopify.com/s/files/1/2185/2813/files/W9533R_03842_b2_s1_a1_1_m254_320x.jpg?v=1756165174,alo_yoga_products.csv
alo_yoga:2d9a938a4e,alo_yoga,Airlift High-Waist 7/8 Line Up Legging - Navy,,[],[],,,[],,https://www.aloyoga.com/products/w51154r-airlift-high-waist-7-8-line-up-legging-navy,https://cdn.shopify.com/s/files/1/2185/2813/files/W51154R_03842_b2_s1_a8_1_m254_320x.jpg?v=1756165176,alo_yoga_products.csv
alo_yoga:04581dc9c2,alo_yoga,Hazy Mock Neck Pullover - Black,,[],[],,,[],,https://www.aloyoga.com/products/w3845r-hazy-mock-neck-pullover-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W3845R_01_b1_s1_a1_1_m91_320x.jpg?v=1734051657,alo_yoga_products.csv
alo_yoga:6b2942d161,alo_yoga,Accolade Sweatpant - Black,,[],[],,,[],,https://www.aloyoga.com/products/w5942rg-accolade-sweatpant-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W5942RG_01_b1_s1_a1_1_m54_7c8e2f10-6333-45ba-aaf5-7d6fe472cc9b_320x.jpg?v=1714581809,alo_yoga_products.csv
alo_yoga:b8d17ca805,alo_yoga,Airbrush Streamlined Dress - Black/White,,[],[],,,[],,https://www.aloyoga.com/products/w8278r-airbrush-streamlined-dress-black-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W8278R_0100_b1_s1_a3_1_m224_320x.jpg?v=1731647503,alo_yoga_products.csv
alo_yoga:490ecb25d3,alo_yoga,Performance Off-Duty Cap - Black/Black,,[],[],,,[],,https://www.aloyoga.com/products/a0543u-performance-off-duty-cap-black-black,https://cdn.shopify.com/s/files/1/2185/2813/files/A0543U_0101_b1_s1_a1_320x.jpg?v=1747806926,alo_yoga_products.csv
alo_yoga:7dea04e08e,alo_yoga,Cropped Accolade Crewneck - Black,,[],[],,,[],,https://www.aloyoga.com/products/w3924rg-cropped-accolade-crewneck-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W3924RG_01_b2_s1_a1_m54_26610027-7d26-48fc-b84c-c24a1d89fab3_320x.jpg?v=1730503527,alo_yoga_products.csv
alo_yoga:28b059b031,alo_yoga,Alosoft High-Waist 7/8 Highlight Legging - Black,,[],[],,,[],,https://www.aloyoga.com/products/w51104r-alosoft-high-waist-7-8-highlight-legging-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W51104R_01_b1_s1_a1_1_m91_320x.jpg?v=1736468997,alo_yoga_products.csv
alo_yoga:00c4008b31,alo_yoga,Ribbed En Pointe Tank - Black,,[],[],,,[],,https://www.aloyoga.com/products/w9777r-ribbed-en-pointe-tank-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W9777R_01_b1_s1_a1_1_m18_320x.jpg?v=1734054801,alo_yoga_products.csv
alo_yoga:a4654c838e,alo_yoga,Accolade Short - Black,,[],[],,,[],,https://www.aloyoga.com/products/w6472rg-accolade-short-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W6472RG_01_b2_s1_a1_1_m143_1b2bbe7f-a594-4baf-8215-dbc9a2fe3d33_320x.jpg?v=1747166295,alo_yoga_products.csv
alo_yoga:f37ee5be5f,alo_yoga,Goddess Ribbed Go-To Tank - White,,[],[],,,[],,https://www.aloyoga.com/products/w2737r-goddess-ribbed-go-to-tank-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W2737R_00_b2_s1_a1_1_m186_320x.jpg?v=1743131367,alo_yoga_products.csv
alo_yoga:9dcdf88e31,alo_yoga,Accolade Full Zip Hoodie - Athletic Heather Grey,,[],[],,,[],,https://www.aloyoga.com/products/u3041rg-accolade-full-zip-hoodie-athletic-heather-grey,https://cdn.shopify.com/s/files/1/2185/2813/files/U3041RG_02910_b2_s1_a1_1_m186_320x.jpg?v=1743130837,alo_yoga_products.csv
alo_yoga:e127de0b84,alo_yoga,Unisex Half-Crew Throwback Sock - White/Black,,[],[],,,[],,https://www.aloyoga.com/products/a0480u-unisex-half-crew-throwback-sock-white-black,https://cdn.shopify.com/s/files/1/2185/2813/products/A0480U_0001_b1_a1_320x.jpg?v=1669748933,alo_yoga_products.csv
alo_yoga:aaf226211e,alo_yoga,Airlift Suit Up Bra - Black/White,,[],[],,,[],,https://www.aloyoga.com/products/w9676r-airlift-suit-up-bra-black-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W9360R_0100_b2_s1_a1_1_m209_ad7e5bd6-7cab-4959-824d-e5bf45ecf88e_320x.jpg?v=1738191611,alo_yoga_products.csv
alo_yoga:0ec3d27251,alo_yoga,Airlift High-Waist Suit Up Legging - Black/White,,[],[],,,[],,https://www.aloyoga.com/products/w51309r-airlift-high-waist-suit-up-legging-black-white,https://cdn.shopify.com/s/files/1/2185/2813/files/W5952R_0100_b2_s1_a1_1_m209_2603272c-365e-459f-8eca-98586b83fc92_320x.jpg?v=1738191573,alo_yoga_products.csv
alo_yoga:0166516fed,alo_yoga,Seamless Ribbed Favorite Bra Tank - Black,,[],[],,,[],,https://www.aloyoga.com/products/w9616r-seamless-ribbed-favorite-bra-tank-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W9616R_01_b2_s1_a2_m238_320x.jpg?v=1752183001,alo_yoga_products.csv
alo_yoga:4cd32bae97,alo_yoga,"5"" Seamless Ribbed Favorite Short - Black",,[],[],,,[],,https://www.aloyoga.com/products/w6290r-seamless-ribbed-forever-short-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W6290R_01_b2_s1_a4_m238_320x.jpg?v=1751922493,alo_yoga_products.csv
alo_yoga:4978ed995a,alo_yoga,Alosoft Crop Finesse Short Sleeve - Navy,,[],[],,,[],,https://www.aloyoga.com/products/w1406r-alosoft-crop-finesse-short-sleeve-navy,https://cdn.shopify.com/s/files/1/2185/2813/files/W1406R_03842_b2_s1_a1_1_m241_320x.jpg?v=1745621081,alo_yoga_products.csv
alo_yoga:ea7681eec8,alo_yoga,Match Point Short - Navy,,[],[],,,[],,https://www.aloyoga.com/products/w6334r-match-point-short-navy,https://cdn.shopify.com/s/files/1/2185/2813/files/W6334R_03842_b2_s1_a1_1_m218_320x.jpg?v=1752691748,alo_yoga_products.csv
alo_yoga:b91bb43832,alo_yoga,ALO Softsculpt Precision Full Length Bra Tank - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w9862r-alo-softsculpt-precision-full-length-bra-tank-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W9862R_06464_b2_s1_a1_m190_320x.jpg?v=1755866646,alo_yoga_products.csv
alo_yoga:a9ed407be2,alo_yoga,ALO Softsculpt High-Waist 7/8 Bootcut Legging - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w54254r-alo-softsculpt-high-waist-7-8-bootcut-legging-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W54254R_06464_b1_s1_a3_m241_dba5d28c-d7d1-45ec-b94e-5f9b0327155d_320x.jpg?v=1756418244,alo_yoga_products.csv
alo_yoga:b929238bf4,alo_yoga,Supernatural Sweater Cardigan - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w3934r-supernatural-sweater-cardigan-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W3934R_06464_b1_s1_a2_m240_320x.jpg?v=1755862457,alo_yoga_products.csv
alo_yoga:4da5ad01aa,alo_yoga,High-Waist Airlift Legging - Green Olive,,[],[],,,[],,https://www.aloyoga.com/products/w5561r-high-waist-airlift-legging-green-olive,https://cdn.shopify.com/s/files/1/2185/2813/files/W5561R_06464_b1_s1_a1_m191_320x.jpg?v=1755864089,alo_yoga_products.csv
alo_yoga:a4a799471e,alo_yoga,Performance Conquer Headband - Black,,[],[],,,[],,https://www.aloyoga.com/products/a0518u-performance-conquer-headband-black,https://cdn.shopify.com/s/files/1/2185/2813/products/A0518U_01_b1_a1_320x.jpg?v=1745838296,alo_yoga_products.csv
alo_yoga:22ef5a18a1,alo_yoga,All Day Short Sleeve - Black,,[],[],,,[],,https://www.aloyoga.com/products/w1430r-all-day-short-sleeve-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W1430R_01_b1_s1_a1_1_m76_320x.jpg?v=1741638123,alo_yoga_products.csv
alo_yoga:0b5bc4bb3a,alo_yoga,Splendor Bra - White/Black,,[],[],,,[],,https://www.aloyoga.com/products/w9351rg-splendor-bra-white-black,https://cdn.shopify.com/s/files/1/2185/2813/files/W9351RG_00001_b2_s1_a1_m237_320x.jpg?v=1747178703,alo_yoga_products.csv
alo_yoga:f0eb3e1509,alo_yoga,Accolade Short - Athletic Heather Grey,,[],[],,,[],,https://www.aloyoga.com/products/w6472rg-accolade-short-athletic-heather-grey,https://cdn.shopify.com/s/files/1/2185/2813/files/W6472RG_02910_b2_s1_a4_1_m237_320x.jpg?v=1746479670,alo_yoga_products.csv
alo_yoga:e9fc4c6c39,alo_yoga,Airlift Suit Up Bra - Navy/Navy,,[],[],,,[],,https://www.aloyoga.com/products/w9780r-airlift-suit-up-bra-navy-navy,https://cdn.shopify.com/s/files/1/2185/2813/files/W9780R_05013_b2_s1_a1_1_m143_320x.jpg?v=1752692047,alo_yoga_products.csv
